uniqueID,clinicalResourceName,serviceType,serviceTypeOtherInfo,address,city,state,zipCode,googleMapsLink,siteOnBusRoute,busRoute,phoneNum1,phoneNumInfo,phoneNum1Verified,phoneNum2,phoneNum2Info,phoneNum2Verified,website,email,otherContactInfo,monday,mondayOpenTime,mondayCloseTime,tuesday,tuesdayOpenTime,tuesdayCloseTime,wednesday,wednesdayOpenTime,wednesdayCloseTime,thursday,thursdayOpenTime,thursdayCloseTime,friday,fridayOpenTime,fridayCloseTime,saturday,saturdayOpenTime,saturdayCloseTime,sunday,sundayOpenTime,sundayCloseTime,otherHoursInfo,servicesProvided,eligibilityCriteriaAll,eligibilityCriteriaUninsured,eligibilityCriteriaIncomeDocumentation,eligibilityCriteriaTennCare,eligibilityCriteriaPrivateInsurance,otherEligibilityCriteriaInfo,feesSlidingScale,feesMinimumPayment,feesOtherInfo,languageEnglish,languageSpanish,languageOther,languageOtherInfo,otherTags,otherNotes,imgURL
143_ParkCenterformentallyill, Park Center (for mentally ill)      ,Housing and Utilities,"Behavior, Drug, and Alcohol Recovery","	 948 Woodland St., Nashville 37206",Nashville,TN,37206,,Yes,20,(615) 242-3576,Main phone number for all locations,Yes,,,,www.parkcenternashville.org,Dani.lieberman@parkcenternashville.org,Please do not use Dani Lieberman. Use this email address: referral@parkcenternashville.org,Open,8:00,14:00,Open,8:00,14:00,Open,8:00,14:00,Open,8:00,14:00,Open,8:00,14:00,,,,,,,,Psychiatric Rehabilitation Day Programs  Co-Occurring Day Programs  Intensive Outpatient Programs  Independent Housing  Supported Group Homes  Transitional Housing  Homeless Outreach  SOAR Program (Fast-track Disability Program),Unchecked,Checked,Checked,Checked,Unchecked,Criteria is different for all our programs. Please visit our website to find program criteria or email referral@parkcenternashville.org,Unchecked,Unchecked,"There is no fee for our day programs, outpatient program, SOAR program, and transitional housing.     Payment varies for Independent housing and supported group homes.",Checked,Unchecked,Unchecked,We have a translation service so we can accommodate any languages.,Housing; Day Programs; Homeless Outreach,,
81_PreventChildAbuseTN, Prevent Child Abuse TN          ,Child/Domestic Violence,"Home Visiting, Parent Education","4721 Trousdale Drive, Suite 121",Nashville,TN,37220,"https://www.google.com/maps/place/Prevent+Child+Abuse+Tennessee/@36.07927,-86.758722,15z/data=!4m2!3m1!1s0x0:0x27ac409d79fc6015",Yes,,(615) 383-0994,Main office line,Yes,(800) 356-6767,"Crisis hotline for parents, 24/7",Yes,www.pcat.org,abbey.chamness@pcat.org,kristen.rector@pcat.org,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"Primary prevention services through 1-hr home visitation program for nurturing parenting skills, community education in 2-hr classes, crisis hotline for de-escalation",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Pregnant parents up to parents with children as old as 5yo.  Home visiting referral has to come before child is 3 months and to first time mothers unless they are under 21.,Unchecked,Unchecked,Free,Checked,Checked,Checked,Language line available,primary prevention; education; empowerment; volunteer; abuse; child abuse; domestic violence; violence; anger; home visiting; helpline; parenting,,
158_ProjectReturnforExOffenders, Project Return,Job and Homeless Resources,,"806 4th Avenue South  Nashville, TN 37210",Nashville,TN,37210,,Yes,,(615) 327-9654,,,,,,www.projectreturninc.org,pri@projectreturninc.org,,Open,8:00,4:30,Open,8:00,4:30,Open,8:00,4:30,Open,8:00,4:30,Open,8:00,12:00,Closed,,,Closed,,,,"Project Return provides services and connects people with the resources needed to return successfully to work and community after incarceration.  Our primary focus is job acquisition and retention, and our wraparound case management helps our participants with their other critical needs.   ",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Persons are eligible for Project Return programs if they have been convicted of a felony* and were recently released from incarceration.    *or of a serious misdemeanor for which they served at least 90 days consecutive time,Unchecked,Unchecked,Our services are free of charge to eligible participants.,Unchecked,Unchecked,Unchecked,,ex-offender; reentry; incarceration; employment; workforce,,
90_AmericanRedCross, American Red Cross            ,Family Services,,"	 2201 Charlotte Ave,Nashville 37203 ",Nashville,TN,37203,,Yes,,(615) 250-4300,,Yes,,,,www.redcross.org,tabitha.stackhouse@redcross.org,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,,,,Closed,,,,Disaster Preparedness  Disaster Relief  CPR/First Aid training  Volunteer Opportunities  ,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Unchecked,,,,
30_ShadeTreeFamilyClinic,Shade Tree Family Clinic,Medical Care Clinic,,1223 Dickerson Pike,Nashville,TN,37207,"https://maps.google.com/maps?hl=en&gl=us&hq=shade+tree+clinic&hnear=0x886466a4a6ef8047:0xea511455173915d6,Vanderbilt+University,+Nashville,+TN&daddr=1223+Dickerson+Pike,+Talbot's+Corner,+TN+37207&panel=1&f=d&fb=1&geocode=FcVEKAIdd_XT-ik797ZPo2dkiDEp_d9_0TKSOA&cid=4076376488098659625",Yes,,(615) 422-5262,,Yes,(615) 227-0936,Fax,Yes,www.shadetreeclinic.org,freeclinic@vanderbilt.edu,,Closed,,,Open,18:00,21:00,Closed,,,Closed,,,Closed,,,Open,12:00,16:00,Closed,,,,"Acute and chronic health needs by appointment: sick care, blood pressure care, adult physical exams, diabetes management, STD testing, HIV testing, medications, birth control, lab testing, early pregnancy program (STEPP)",Unchecked,Checked,Unchecked,Unchecked,Unchecked, Uninsured and underinsured,Unchecked,Unchecked,Free,Checked,Checked,Unchecked,,,,
73_SamaritanRecoveryCenter, Samaritan Recovery Center     ,"Counseling, Behavior, Drug & Alcohol Recovery",,"	 319 South 4thSt., Nashville, TN 37206",Nashville,TN,37206,,Yes,Route #4,(615) 244-4802,This telephone number is to the main business office.  Options for connection  to a staff directory by name or a direct connection can be made to specific staff member by dialing their extention.,Yes,,,,,info@samctr.org,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Closed,,,Closed,,,The above listed hours are business hours.  There is someone available 24 hours per day to answer the telephone.,"Residential, IOP and half-way house treatment for adults with addiction/co-occurring disorders.",Unchecked,Checked,Unchecked,Checked,Checked,Adults age 18 or older.,Checked,Unchecked,There is a $75.00 screening assessment fee for those who can afford it.,Checked,Unchecked,Unchecked,,,,
2_BaptistUTMedicalClinic,Baptist/UT Medical Clinic ,Medical Care Clinic,,1911 State Street,Nashville,TN,37203,"https://www.google.com/maps/place/1911+State+St,+Nashville,+TN+37203/@36.1546189,-86.800288,17z/data=!3m1!4b1!4m2!3m1!1s0x886466953a41d191:0xd8b2bcaf36d90271",Yes,"10, 35 (Church St & 19th Ave N)",(615) 284-5185,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hours: Mon-Fri 1:30-3:30    ,"Services: General internal medicine, chronic disorders, lab and radiology through Baptist Hospital",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Enrollment in Bridges to Care required,Checked,Unchecked,Fees: $15/visit can be waived.  Prescriptions $5,Checked,Unchecked,Unchecked,,,"Following still needs to be verified: Hours, Services Provided, Languages, Fees",
16_MaplewoodHighSchoolHealthCenterUNHS,Maplewood High School Health Center (UNHS) ,Medical Care Clinic,,"401 Walton Lane, Nashville TN 37216 ",Madison,TN,37115,"https://www.google.com/maps/place/401+Walton+Ln,+Madison,+TN+37115/@36.232911,-86.749225,15z/data=!4m2!3m1!1s0x88645d4f01e8c053:0xe6b416046b732871?sa=X&ei=Xc4xVPzvEYnlsAS-94DgAQ&ved=0CB8Q8gEwAA",Yes,43,,,,,,,,,,Open,7:00,16:00,Open,7:00,16:00,Open,7:00,16:00,Open,7:00,16:00,Open,7:00,16:00,,,,,,,Hours: Mon-Fri 7:00-4:00,"Services: Primary care, behavioral health, Pre-natal, Ob/Gyn, Pharmaceutical assistance and drug program",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Eligibility: All, including uninsured, documentation of income required",Unchecked,Unchecked,No charge to students.,Checked,Unchecked,Unchecked,Languages: English,School-based clinic.,,
61_CumberlandHeights, Cumberland Heights           ,"Counseling, Behavior, Drug & Alcohol Recovery",,"	 8283 River Road Pike; Nashville, TN 37209",,,,,,,(877) 356-6374,,Yes,,,,"	 www.cumberlandheights.org	 ",,,,,,,,,,,,,,,,,,,,,,,,,"Addictions treatment, detox, rehab; self-pay, insurance accepted",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
178_NationalCenteronElderAbuse,National Center on Elder Abuse        ,Other,Senior abuse,,,,,,,,(202) 898-2586,,,,,,"	 www.elderabusecenter.org",,,,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
174_NationalAlliancefortheMentallyIllNAMITN,National Alliance for the Mentally Ill (NAMI) - TN    ,Mental Health Clinic,Other mental health," 1101 Kermit Dr., Suite 605; Nashville 37217	",,,,,,,(615) 361-6608,,,,,,"	 www.namitn.org	",,,,,,,,,,,,,,,,,,,,,,,,," Info, education, advocacy for those with mental disorders and their families",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
128_CoverKidsCOVERTN, Cover Kids                        ,Government/Legal/Policies,,,,,,,,,(866) 268-3786,,,,,,"	http://www.covertn.gov/	",,,,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Eligibility Criteria:	- Underinsured child under age 18 who's family earns less than or equal to 250% of federal poverty level ($55,125/year for family of 4)	- TN resident	- US citizen or qualified legal alien	- Uninsured for at least 3 months prior to application	- Not eligible for TennCare	- No access to state employee health insurance	- Maternity coverage also available for some pregnant women under 250% poverty line who meet other criteria",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
38_Centerstone,Centerstone ,Mental Health Clinic,,Various locations (see https://www.centerstone.org/locations/tennessee/facilities),Nashville,TN,,,,,(615) 460-4357,,Yes,(888) 291-4357,"For appointments, choose option 2",No, http://www.centerstone.org,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"Behavioral health case management, therapy; marital counseling, depression, addiction counseling, medication management",Unchecked,Unchecked,Checked,Checked,Checked,No Tenncare accepted at the Harding Place location,Unchecked,Checked,$158 for therapist  $179 for psychiatrist,Checked,Checked,Checked,Contracted with interpretation services,mental health; mental; psych; psychiatric; depression; counseling; behavior; behavioral health; addiction; adolescent; teen;,,
120_MANNA,Community Food Advocates     ,Food Resources,,604 Gallatin Ave,Nashville,TN,37206,"https://www.google.com/maps/place/604+Gallatin+Ave,+Nashville,+TN+37206/@36.1829621,-86.7492074,17z/data=!3m1!4b1!4m2!3m1!1s0x886467d109e186e9:0x40064e077c7f11ff",,,(615) 385-2286,,Yes,(855) 277-0964,,Yes,http://communityfoodadvocates.wordpress.com/,,"Post Office Box 60611; Nashville, TN 37206",,,,,,,,,,,,,,,,,,,,,,,"- SNAP Outreach and Advocacy: We ensure that families and individuals who might be eligible for SNAP (Supplemental Nutrition Assistance Program, formerly Food Stamps) are aware of and have access to benefits. We advocate on behalf of clients who have been incorrectly denied benefits; when people who seek nutrition assistance are denied, they may pursue an appeal of that decision and often rely upon CFA for resources.",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Food; advocacy; SNAP resources,,
154_GoodwillIndustries, Goodwill Thrift Store               ,Job and Homeless Resources,Career Solutions,"905 9th Ave., Nashville 37208",Nashville,TN,37208,"https://www.google.com/maps/search/905+9th+Ave.,+Nashville+37208+goodwill/@36.1685995,-86.7926665,17z/data=!3m1!4b1",,,(615) 742-4151,,Yes,(615) 346-1249,career solutions,Yes,http://giveit2goodwill.org/,danielle.taylor@givegw.org,Email is for career counseling,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Closed,,,Closed,,,,Job placements; training; certification,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,goodwill; job; career; counseling; placement; training; skills; ,,
99_HelpUsGrowSuccessfullyHUGSMetroHealthDept.,Help Us Grow Successfully (HUGS) - Metro Health Dept. ,Family Services,,311 23rd Avenue North,Nashville,TN,37203,"https://www.google.com/maps/place/311+23rd+Ave+N,+Nashville,+TN+37203/@36.152136,-86.807778,17z/data=!3m1!4b1!4m2!3m1!1s0x886466b93b24399d:0xae595313eab9f8ec",,,(615) 862-7942,General,Yes,,,,http://health.state.tn.us/MCH/HUGS.shtml,MCH.health@tn.gov,,,,,,,,,,,,,,,,,,,,,,,,"Case management services to high-risk pregnant women and children up to age 6 yrs. through home visits by public health nurses, social workers and outreach workers",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,pregnancy;prenatal care,,
50_InterfaithDentalClinic,Interfaith Dental Clinic ,Dental Service,,1721 Patterson Street,Nashville,TN,37203,"https://www.google.com/maps/dir//Interfaith+Dental+Clinic,+1721+Patterson+St,+Nashville,+TN+37203/@36.156981,-86.798584,17z/data=!4m12!1m3!3m2!1s0x886466eb16c8bb21:0x1b815cacc0579a90!2sInterfaith+Dental+Clinic!4m7!1m0!1m5!1m1!1s0x886466eb16c8bb21:0x1b815cacc0579a90!2m2!1d-86.798584!2d36.156981",,,(615) 329-4790,,Yes,,,,http://interfaithdentalclinic.com/,,(615) 329-4790 www.interfaithdentalclinic.com,Open,8:00,16:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,20:00,Open,8:30,12:30,Closed,,,Closed,,,,"The mission of Interfaith Dental Clinic is to restore, protect and improve the oral health of uninsured, low-income working people, their children, and the elderly in Middle Tennessee through access to affordable quality dental care, oral disease prevention services, and oral health education. Emergency dental care may be provided (first come, first served basis; call ahead). They have a Comprehensive Care Program (Applications for this program are given out once per month starting at 8 a.m.).",Unchecked,Checked,Checked,Checked,Unchecked,"Eligibility: Resident of Davidson, Williamson, Rutherford, Wilson, Sumner, Robertson, Dickson or Cheatham counties  For Comprehensive Care Program, bring: current year tax return, two current pay stubs, proof of address, & TN driver licence. If age>65, bring social security, pension, or retirement proof of income. If you are paid in cash and don't receive a paystub, bring the a letter of documentation from your employer. If you are a college student, bring current class schedule. Bring a referral froma medical professional, social worker, or employer if you have it. Applications for this program are given out once per month starting at 8 a.m. ",Checked,Unchecked,"Fees: Sliding scale fees offered upon qualifying - working, widowed, unpaid caregiver, child on Tenncare",Checked,Checked,Unchecked,,"dental clinic, uninsured, emergency dental",,
39_LifeCareFamilyServices,Life Care Family Services ,Mental Health Clinic,"Primary Care Services also offered, faith-based",145 Thompson Lane,Nashville,TN,37211,"https://maps.google.com/maps?async=ludocid:12133886162655957796,14239940770058416144,_pms:s&client=safari&hl=en&yv=1&um=1&ie=UTF-8&fb=1&gl=us&ll=36.109832,-86.737814&z=15&cid=14239940770058416144",,,(615) 781-0013,,Yes,,,,http://lifecarefamily.org,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,12:00,Closed,,,Closed,,,,"Mental health services, counseling, some primary care services, child and adult counseling, family services ",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Surrounding counties served,Checked,Unchecked,Need tax form from previous year,Unchecked,Unchecked,Unchecked,,Mental health; counseling; faith-based,,http://173-254-22-224.bluehost.com/images/lifecare_logo.gif; http://www.trinilifecare.com/images/LIFECARE-LOGO.jpg
10_FirstResponseClinic,Metropolitan First Response Center,Medical Care Clinic,,1219 9th Avenue North,Nashville,TN,37208,"https://www.google.com/maps/place/First+Response+Center/@36.174268,-86.793733,17z/data=!3m1!4b1!4m2!3m1!1s0x88646724a53a410b:0x689dbf11d5542044",,,(615) 726-3876,,Yes,,,,http://metropolitanfrc.com/,,http://hivtest.cdc.gov/Detail.aspx?id=109209  http://www.micwhosoever.org/about-us/contact-us.html,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"Services: Primary care and support for HIV/AIDS patients with history of substance abuse or other psychosocial issues, services tailored to issues with adherence, case management, directly observed therapy",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Eligibility: Household income below 300% of federal poverty line,Unchecked,Unchecked,"Fees: Sliding scale, may be waived",Unchecked,Unchecked,Unchecked,Languages: English,,,
67_NarcoticsAnonymous, Narcotics Anonymous     ,"Counseling, Behavior, Drug & Alcohol Recovery",,,,,,,,,(615) 214-6355,,,,,,http://nanashville.org/,,,,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
19_MethadoneTreatmentClinic,BHG Nashville Treatment Center,"Counseling, Behavior, Drug & Alcohol Recovery",Opioid Addiction Treatment Services,2410 Charlotte Ave.,Nashville,TN,37203,"https://maps.google.com/maps?ll=36.155544,-86.811082&z=16&t=m&hl=en-US&gl=US&mapclient=embed&cid=10711799410335303058",,,(615) 321-2575,,Yes,,,,http://nashville.bhgrecovery.com,,,Open,6:00,15:00,Open,6:00,15:00,Open,6:00,15:00,Open,6:00,15:00,Open,6:00,15:00,Open,6:00,9:30,Open,6:00,9:30,Dispensing hours 6:00am-1:00pm,Services: Substance abuse treatment; Detoxification; Methadone Maintenance; Methadone Detoxification,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,Self payment,Unchecked,Unchecked,Unchecked,,Opioid; addiction; buprenorphine; methadone; suboxone,,http://sphotos-g.ak.fbcdn.net/hphotos-ak-xpa1/t1.0-9/1527124_578961502189561_1867703617_n.jpg
129_IndigentCareatNashvilleGeneral, Indigent Discount at Nashville General,Government/Legal/Policies,,1818 Albion Street,Nashville,TN,37208,"https://www.google.com/maps/place/Nashville+General+Hospital/@36.16683,-86.807109,15z/data=!4m2!3m1!1s0x0:0x6a014ad1ac9bd48e?sa=X&ei=XcsxVLi-CcbnsASUkILYBA&ved=0CIoBEPwSMAo",,,(615) 341-4131,"Indigent Care, direct line",Yes,(901) 848-2496,,No,http://nashvillegeneral.org/hsdacp.php,,,,,,,,,,,,,,,,,,,,,,,,Hospital hours,100% coverage of health care,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Proof of Davidson County residency; based on 2009 HHS Poverty Guidelines,Unchecked,Unchecked,Free,Checked,Unchecked,Unchecked,,indigent; indigent care; indigent meds; meharry; general hospital; poverty,This is a service provided by a larger hospital entity.,
83_SafeHavenFamilyCenter, Safe Haven Family Center       ,Child/Domestic Violence,,1234 3rd Avenue South,Nashville,TN,37210,"https://www.google.com/maps/place/Safe+Haven+Family+Shelter/@36.143676,-86.764198,15z/data=!4m2!3m1!1s0x0:0xac589525283f8e95",,,(615) 256-8195,General,Yes,,,,http://safehaven.org/,,,Open,9:00,17:00,Open,9:00,17:00,Open,9:00,17:00,Open,9:00,17:00,Open,9:00,17:00,Closed,,,Closed,,,,"'Safe Haven is about preventing, reducing, and intervening in family homelessness with evidence-based and community-based solutions.' - Joyce Lavery, Executive Director",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,homeless,,http://safehaven.org/wp-content/uploads/2014/05/winnifred-mckenzie-lead-article-664x1024.jpg;http://safehaven.org/wp-content/uploads/2014/08/30-years-279x300.png;
144_SalvationArmy, Salvation Army                ,Housing and Utilities,, 631 Dickerson Rd.,Nashville,TN,37207,"https://www.google.com/maps/place/631+Dickerson+Rd,+Goodlettsville,+TN+37072/@36.3046281,-86.719156,15z/data=!4m2!3m1!1s0x8864436047f52c67:0xadf069f0db6cda75?sa=X&ei=p88xVPrGK8eBsQTS0IJQ&ved=0CB0Q8gEwAA",,,(615) 242-0411,,Yes,,,,http://salvationarmynashville.org/,ed_lee@uss.salvationarmy.org,,,,,,,,,,,,,,,,,,,,,,,,,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Unchecked,,salvation army; salvation; army; housing; transitional housing; family; family resource; life skills; homeless; outreach; homeless outreach; disaster; emergency; angel tree,Will need to verify hours during the day by calling.,
106_St.LukesCommunityCenter,St. Lukes Community Center     ,Family Services,,5601 New York Avenue    ,Nashville,TN,37209,"https://www.google.com/maps/place/5601+New+York+Ave,+Nashville,+TN+37209/@36.16479,-86.856395,17z/data=!3m1!4b1!4m2!3m1!1s0x8864610ed9a626f3:0x2fc797b800605b5a?hl=en-US",,,(615) 350-1144,,Yes,,,,http://stlukescommunityhouse.org/,development@stlukescommunityhouse.org,,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Closed,,,Closed,,,,"A social service agency that addresses the needs of our community through a variety of programs focused on childhood development, senior care, hunger relief, home repairs, tax assistance, emergency financial support, and health awareness.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Unchecked,,,,
71_St.LukeCommunityCenter, St. Luke Community Center      ,"Counseling, Behavior, Drug & Alcohol Recovery",,5601 New York Ave. ,Nashville,TN,37209,"https://www.google.com/maps/place/St+Luke's+Community+House/@36.16479,-86.856395,15z/data=!4m2!3m1!1s0x0:0x824e6db3c04c5c82",,,(615) 350-7893,General,Yes,,,No,http://stlukescommunityhouse.org/,kelli.bratton@stlukescommunityhouse.org,,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,Open,8:30,17:30,,,,,,,,"Our services focus on the areas of childhood literacy development, emergency food care, emergency financial assistance, mobile meals, free tax preparation, social programming for seniors, and youth encouragement.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,,,http://stlukescommunityhouse.org/wp-content/themes/Accent/cache/1410357420_stlukes-final-logo.png;http://stlukescommunityhouse.org/wp-content/uploads/2014/05/IMG_0578-500x375.jpg;
126_TNDHSFamilyAssistance,TN DHS Family Assistance        ,Food Resources,"The Family Assistance Service Center answers calls and can make changes to your Families First, Food Stamps. ","Department of Human Services   400 Deaderick Street, 15th Floor   ",Nashville,TN,37243-1403,,,,(613) 743-2000,"Dial if in Nashville.  If not in Nashville, dial 1-866-311-4287.",Yes,,,,http://tennessee.gov/humanserv/adfam/afs_fasc.html,,,Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
110_TNDHSFamilyAssistance,TN DHS Family Assistance       ,Family Services,,1000 2nd Avenue North,Nashville,TN,37202,"https://www.google.com/maps/place/1000+2nd+Ave+N,+Nashville,+TN+37243/@36.174755,-86.78278,15z/data=!4m2!3m1!1s0x886466ff912a6b23:0xd9a6935546640beb?sa=X&ei=ELsxVNTuAvi_sQSSy4LYBw&ved=0CB8Q8gEwAA",,,,"866 311 4287  -  answers calls and can make changes to your Families First, Food Stamps",Yes,(615) 532-4000,DHS Main call center: (615)-743-2000,,http://tennessee.gov/humanserv/adfam/afs_fasc.html,,"Above address is for Davidson County office;    District Office- Middle Tennessee - Nashville  Dist. 5  1000 2nd Avenue North  Nashville, TN 37203-2900  Phone: (615) 532-4000 Option #6    State Office - Citizens Plaza Building  400 Deaderick Street  Nashville, TN 37243-1403  DIRECTIONS   Phone: (615) 313-4700",Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,Open,7:00,17:30,Closed,,,Closed,,,,"The Family Assistance Service Center answers calls and can make changes to your Families First, Food Stamps. ",Unchecked,Unchecked,Checked,Unchecked,Unchecked,"You can apply for Families First or Food Stamp benefits at a DHS office. An application must be completed  and the DHS application can be accessed online or completed at the DHS office. You must give us proof of   who you are, your income, and other facts needed to approve your application. ",Unchecked,Unchecked,Interpreters provided free of charge,Checked,Checked,Checked,,,Local Office locator: http://tennessee.gov/humanserv/st_map.html,
160_VocationalRehab, Vocational Rehabilitation                 ,Job and Homeless Resources,, 88 Hermitage Ave.,Nashville,TN,37210,"https://www.google.com/maps/place/88+Hermitage+Ave,+Nashville,+TN+37210/@36.155578,-86.763786,15z/data=!4m2!3m1!1s0x886466403701bf77:0xea889cc8c402acd2?sa=X&ei=D_JoVNedDJSlyAT4pIKgCQ&ved=0CB8Q8gEwAA",,,(615) 741-1606,,Yes,,,,http://tennessee.gov/humanserv/rehab/345820(rev).pdf,,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Closed,,,Closed,,,Counseling closes at 3pm M-F,"Employment services, vocational training",Checked,Unchecked,Unchecked,Unchecked,Unchecked,>18yo; SSI; has disability that impedes employment,Checked,Unchecked,Depends on disability and insurance status,Checked,Checked,Unchecked,Counselor can request interpreters,training; job training; vocational training; disability; employment; employment assistance,,
209_TNDisabilityDetermination,TN Disability Determination      ,Disability Services,Disability Services,120 Athens Way,Nashville,TN,37228,"https://www.google.com/maps/place/US+Social+Security+Administration/@36.197706,-86.798137,15z/data=!4m2!3m1!1s0x0:0xf6eca89444bac0bc?sa=X&ei=W1mPVK-DOcqagwTB7oPwCg&ved=0CGUQ_BIwCw",,,(800) 342-1117,Direct Line,Yes,(877) 808-5461,For local Social Security Center  ,Yes,http://tennessee.gov/humanserv/rehab/dds.html,,,Open,7:00,16:30,Open,7:00,16:30,Open,7:00,16:30,Open,7:00,16:30,Open,7:00,16:30,Closed,,,Closed,,,Hours are for direct phone line,"Provides all persons applying for disability benefits with an accurate decision, processing their claim promptly and providing assistance to the public in a courteous, helpful manner.    ",Checked,Unchecked,Unchecked,Unchecked,Unchecked,If they have a claim,Unchecked,Unchecked,All fees handled by local social security office,Checked,Checked,Checked,Language line available,disability; disability determination; social security; ,,
150_TNCoalitionAgainstDVSV,Tennessee coalition to end domestic and sexual violence,Immigrant Resources,Sexual assault Domestic violence,2 International Plaza Dr. Suite 425 ,Nashville,TN,37217,"https://www.google.com/maps/place/2+International+Plaza+%23425,+Nashville,+TN+37217/@36.1264872,-86.6953363,15z/data=!4m2!3m1!1s0x88646ed3c4508bfd:0x3d8303fc37c8382e?sa=X&ei=AdoxVI2EGuXLsAS5p4AQ&ved=0CGEQ8gEwCg",,,(615) 386-9406,,Yes,(800) 289-9018,,Yes,http://tncoalition.org/,,,Closed,,,Open,8:30,12:00,Closed,,,Open,8:30,12:00,Closed,,,Closed,,,Closed,,,,#NAME?,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,However all the clients must be victims of domestic or sexual violence and unable to afford an attorney on their own. Case acceptance is handled on a case-by-case basis and determined on the merits of the case and whether relief is available.,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Legal; immigration;  domestic violence/,,http://www.nowplayingnashville.com/sites/nowplayingnashville.com/images/event/441790178/tn_coalition_logo_category.jpg
